"Compound_name","Outcome","SMR","LabuteASA","NumLipinskiHBA","NumHBD","NumAmideBonds","NumAtoms","NumAromaticRings","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","kappa2","kappa3","slogp_VSA12","smr_VSA1","smr_VSA2","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA13","MQN2","MQN8","MQN10","MQN11","MQN13","MQN14","MQN17","MQN23","MQN26","MQN27","MQN28","MQN30","MQN36","MQN42"
"sertindole","1.0",121.62970000000006,185.92690585567993,5,1,2,57,3,2,0,0,6.795929028365997,4.994657003713191,10.899048048791574,8.427223217634623,6.560831925578258,4.822553979760324,8.517534171000428,4.143474661527969,11.600939890232516,9.184952231746642,0,0,0,11.600939890232516,0,1,0,1,0,7,1,8,1,3,2,0,15,3,1
"abiraterone","0.0",105.30680000000005,156.97665434768965,2,1,0,57,1,0,2,4,8.631245480442933,7.178695989596126,10.508379015170558,9.707339295030991,8.631245480442933,7.178695989596126,5.79190217884199,2.2382052488293285,0,5.106527394840706,0,0,0,37.63898621157989,0,0,0,1,0,4,0,5,1,3,0,0,14,4,3
"DIOSMIN","0.0",143.41839999999993,242.79068212654892,15,8,0,75,3,2,0,0,7.400633863714526,4.923536250055282,13.250514553175977,10.324320553565716,7.400633863714526,4.923536250055282,12.23675108921331,5.991093244399454,0,68.95368486477923,0,0,0,0,0,0,0,12,3,17,1,8,8,11,4,0,9,5,1
"RALOXIFENE","0.0",136.25109999999995,202.40469359956134,5,2,0,61,4,3,0,0,7.473230519090227,5.687564345698697,11.631836890877434,8.637786814971676,6.271602432405647,4.449269241922652,9.872688730478913,4.786072749560392,11.336785877934737,19.744454927553285,0,0,11.336785877934737,6.4208216229260096,0,0,0,4,0,9,1,11,2,3,3,1,17,4,1
"DILOXANIDE","0.0",57.010800000000025,91.84835143889327,3,1,1,23,1,1,0,0,2.127618648230778,1.2426344568372578,3.8686362540945436,2.714348941978361,1.7542644723661218,0.9498644349526975,4.529874882436225,2.528584612639992,23.20187978046503,9.901064578912528,0,0,0,23.20187978046503,5.907179729351506,0,1,2,0,7,1,3,1,5,0,3,4,1,0
"Ethosuximide","1.0",36.164699999999996,59.79597894437554,3,1,2,21,0,0,0,0,2.132179015606181,1.0419123688073615,3.426015243430232,2.9682907381116728,2.132179015606181,1.0419123688073615,2.075496519949025,0.9162485890783432,0,9.589074368143644,0,0,0,13.847474399381248,0,0,0,2,0,3,2,0,1,4,1,0,2,0,0
"zidovudine","0.0",64.60650000000003,106.62903730140094,9,2,0,32,1,0,0,0,3.040184297448551,2.0380975383013538,5.69083738358293,4.2983803704311665,3.040184297448551,2.0380975383013538,5.268544354094518,2.525949955530779,0,9.843390348640755,0,0,0,5.114250125629398,5.559266895052007,0,3,3,1,5,4,3,2,5,3,0,4,1,0
"DOXYLAMINE","1.0",81.63900000000005,120.77117689259744,3,0,0,42,2,1,0,0,3.4075636629616564,2.138650487450623,6.8846186614584095,5.265989232607214,3.4075636629616564,2.138650487450623,6.638286463373893,3.4364376203332885,0,4.736862953800049,0,0,0,36.39820241076966,0,0,1,1,0,9,0,6,0,3,3,1,10,2,0
"DESIPRAMINE","1.0",85.84170000000005,120.98201471222285,2,1,0,42,2,2,0,0,4.0369967569332985,3.0250641369973614,7.47880207167587,5.366169407158425,4.0369967569332985,3.0250641369973614,6.101275951557094,2.5649296894273723,0,0,0,0,0,36.39820241076966,0,0,1,0,0,5,0,6,1,1,4,0,10,2,2
"RAMIPRIL","0.0",111.79750000000004,177.32579789282642,7,2,1,62,1,1,1,1,6.334824409612265,4.891131401454681,10.935427592635941,8.310838771244606,6.334824409612265,4.891131401454681,10.066559581820979,5.007189124717851,0,24.22700190085622,0,0,0,36.75265696523406,0,0,1,5,0,14,3,3,2,6,5,5,9,1,1
"VALACYCLOVIR","0.0",82.28550000000001,131.34059646998088,10,3,0,43,2,0,0,0,3.2015443421119665,1.811810693503902,7.104168050226855,5.313412382773099,3.2015443421119665,1.811810693503902,7.201217920264318,4.047252656578504,0,14.268263091671919,0,4.9839785209472085,0,13.847474399381248,0,0,2,4,0,12,2,5,3,6,5,3,4,1,1
"Zotepine","1.0",94.39400000000003,140.2824709781843,2,0,0,40,2,2,0,0,4.831361118218146,3.477531835570314,7.193419173903812,5.44069549424249,3.4286566196178114,2.2715212226920585,6.777661196811701,3.4870595633885317,23.36282483962363,4.736862953800049,0,0,0,41.56192604500846,0,0,1,1,0,7,0,7,0,3,3,1,9,2,2
"BENDROFLUMETHIAZIDE","0.0",90.6954,153.03526557305926,7,3,0,41,2,2,0,0,6.355443510024704,4.925702649526278,7.4862241634207916,5.895229329222742,3.8930152179171604,2.7636473285512797,6.476220048912472,4.076629873913515,0,30.006839111682336,0,17.893340007476546,0,30.33183534230805,0,3,1,4,0,8,4,6,3,8,1,0,9,3,1
"GEMFIBROZIL","0.0",72.06180000000005,108.7851832308131,3,1,0,40,1,1,0,0,3.1262839529157125,1.6659795077777106,6.262117485114514,5.410002452504661,3.1262839529157125,1.6659795077777106,5.894163180223427,4.058379110355049,0,14.637927532712578,0,0,0,12.13273413692322,0,0,0,3,0,11,1,3,1,6,4,1,3,1,0
"OXYPHENBUTAZONE","0.0",92.53580000000005,140.6443422857333,5,1,2,44,2,2,0,0,4.155092188446245,2.901620077136341,8.151038427622673,5.846843455108178,4.155092188446245,2.901620077136341,6.743193220459684,2.847872143177904,0,14.69560176298435,0,0,0,37.964481650927475,11.814359458703011,0,0,3,0,7,2,6,1,4,3,0,9,2,0
"ruxolitinib","0.0",86.33470000000004,133.73213714027673,6,1,0,41,3,0,1,1,4.813106787001567,3.6560096957460466,8.061480309016524,6.145373004065926,4.813106787001567,3.6560096957460466,5.840473735712772,2.482270158107101,0,0,5.261891554738487,10.360573363039524,0,12.841643245852019,0,0,1,0,0,5,0,7,1,1,2,1,13,1,1
"BUTIZIDE","0.0",80.01240000000003,128.5147156138914,7,3,0,37,1,1,0,0,5.851577824998196,4.645061874547462,6.156971526138448,5.271559161880453,2.9643870153464467,2.13428735865321,5.398063656574466,3.4857109963264783,11.600939890232516,16.835593968657875,0,4.722094864452088,0,25.448414289613762,0,0,1,4,0,7,4,3,3,8,1,1,4,2,1
"CYCLACILLIN","0.0",85.66190000000005,138.88244379731108,7,3,2,46,0,0,1,1,6.73104831166441,5.465509645933478,7.999626003811469,7.2660779519397805,5.1595177168169295,3.8401130563241477,5.374435745509186,2.5161088881484144,11.761884949391115,19.49013894705617,0,0,11.761884949391115,19.26246486877803,0,0,2,4,0,8,3,0,3,7,1,2,6,1,1
"faropenem","0.0",67.03160000000003,113.95451842297537,6,2,1,34,0,0,0,0,5.206404833881602,4.520631873881966,6.28928575933568,5.002712560231982,3.750701929874368,2.820358872560614,4.501629732671122,1.7942421565760196,11.761884949391115,24.538992111625106,0,0,0,11.761884949391115,0,0,0,4,1,6,2,1,2,5,0,2,5,0,1
"edoxaban","0.0",139.24859999999993,223.5141765994403,11,3,4,67,2,0,1,1,7.869572805641272,5.8025823727243715,12.029266924454378,9.595003078372105,6.564839231274468,4.5994859085518955,11.530358938262177,6.621576373617242,22.937725768167255,19.178148736287287,0,0,11.336785877934737,11.600939890232516,5.907179729351506,0,4,4,0,14,4,5,3,8,3,5,12,3,1
"CILAZAPRIL","0.0",110.41850000000004,176.69082546886818,8,2,1,61,1,1,0,0,5.749709707783639,4.2611874788405695,10.78250405147177,7.823123138789113,5.749709707783639,4.2611874788405695,10.540582633061742,5.370008177562966,0,24.22700190085622,0,0,0,30.33183534230805,5.907179729351506,0,1,5,0,11,3,3,2,5,5,3,11,2,1
"nilotinib","0.0",140.98089999999982,221.1751249087737,8,2,1,61,5,2,0,0,5.871916984100431,3.874101579850152,11.813083399639352,8.804654339776185,5.871916984100431,3.874101579850152,10.364741922338526,5.926969544026141,0,17.96578232709628,0,13.171245143024459,0,6.06636706846161,5.907179729351506,3,2,1,0,13,1,14,2,6,2,1,18,4,0
"CHLORMETHIAZOLE","1.0",36.538000000000004,57.32456482652986,1,0,0,14,1,0,0,0,1.8527459291535695,1.3731158639572292,2.3657139522222805,1.4067261081419797,0.8243554826944746,0.458723179742206,3.0480339439763515,1.4562252861602496,22.937725768167255,0,0,0,22.937725768167255,0,0,0,0,0,0,3,0,2,0,1,2,0,4,0,0
"TINIDAZOLE","0.0",57.946200000000026,93.17326768432252,7,0,0,29,1,0,0,0,3.971048610251137,2.0024982385596233,4.740467736738347,3.3087284503148213,2.286813145233041,1.253078274756188,4.6019453326954,2.7825859160309396,0,13.341108033146607,0,0,0,6.923737199690624,0,0,1,4,0,8,3,2,0,6,3,1,2,0,0
"ulipristal","0.0",126.66280000000009,190.93471058022382,4,1,0,67,1,1,2,4,9.280733452379952,7.5471159741684914,12.129152247269822,10.936717062770322,9.280733452379952,7.5471159741684914,7.411753423197828,2.984061549129908,0,14.69560176298435,0,0,0,24.629575866683112,0,0,1,3,0,8,2,5,1,7,0,2,12,4,3
"everolimus","0.0",255.95639999999906,404.5659210376507,15,3,1,151,0,0,1,1,14.876470565116163,10.494175303608186,25.00642650639977,20.156223522927448,14.876470565116163,10.494175303608186,27.263010126317436,15.295334812898565,0,67.71344582768151,0,0,0,71.0748066394564,11.690424675716445,0,0,12,2,22,5,4,3,18,7,1,20,3,3
"doxercalciferol","0.0",127.0316000000001,184.40525003160525,2,2,0,74,0,0,3,3,8.706574469548801,6.315075114277824,12.263304678514116,11.011124628809588,8.706574469548801,6.315075114277824,9.569835657858832,4.857452035066936,0,10.213054789681411,0,0,0,71.0748066394564,0,0,0,2,0,12,4,0,2,8,4,3,7,2,1
"LEVAMISOLE","0.0",60.64900000000003,88.02271756585027,2,0,0,26,1,1,0,0,3.7153377683531397,3.004795491001563,4.938274324689175,3.632632269053352,2.7068324024528847,1.9603749702858349,3.314920846043748,1.3196029415112809,11.761884949391115,0,0,0,0,42.093720291699164,0,0,0,0,0,1,0,4,0,0,0,0,10,1,1
"ISRADIPINE","0.0",96.32470000000004,155.7086126007082,8,1,0,48,2,1,0,0,4.356548907893513,3.293652284269648,8.537551976977158,6.5602042706711945,4.356548907893513,3.293652284269648,7.221757899794342,3.2983492273258554,0,23.69183921263709,0,0,0,12.13273413692322,0,0,0,4,1,11,2,7,1,7,2,3,7,2,1
"PROPICILLIN","0.0",96.80750000000005,155.6241973462086,7,2,2,48,1,1,0,0,6.228993466695397,5.002592542397294,8.508384302425737,6.912199049027735,4.657462871847917,3.3771959527879662,6.828729550991995,3.13404267673102,11.761884949391115,24.22700190085622,0,0,11.761884949391115,25.122838405075452,5.907179729351506,0,1,5,0,11,3,3,2,7,3,3,6,1,1
"CLIDINIUM bromide","0.0",99.27220000000005,154.16536240101402,4,1,0,52,2,2,0,0,6.16290233070454,4.466325042183914,9.39289965193067,7.97294270071794,6.16290233070454,4.466325042183914,6.526113506604238,2.9327629659682217,0,19.1209583904072,0,0,0,60.6636706846161,0,0,0,3,0,7,1,6,1,3,1,1,15,5,9
"GUANADREL","0.0",56.55780000000003,89.81426208923988,5,3,0,34,0,0,1,1,3.049259876533081,2.2936279117984757,5.598457572756552,4.316783581516139,3.049259876533081,2.2936279117984757,4.365060760627513,2.6028469601650714,0,9.473725907600098,5.409283605791522,0,0,6.4208216229260096,0,0,3,0,2,4,1,0,3,2,2,1,8,1,0
"levetiracetam","1.0",44.220400000000026,71.7107832423802,4,1,2,26,0,0,0,0,2.2013501101063317,1.5737475927688398,4.252540475411151,3.0171012387502736,2.2013501101063317,1.5737475927688398,3.559264205416041,1.571153344803631,0,9.589074368143644,0,0,0,6.923737199690624,0,0,1,2,0,5,2,0,1,4,1,2,3,0,0
"LETROZOLE","0.0",79.57700000000003,127.25245867565967,5,0,0,33,3,2,0,0,3.412195966696496,2.328517845180426,6.658292723517226,4.745652856840437,3.412195966696496,2.328517845180426,5.903761033825297,2.561928186798976,0,0,10.523783109476973,15.62246491777801,0,24.26546827384644,0,0,2,0,0,5,0,8,0,2,2,1,12,2,0
"MYCOPHENOLATE","0.0",82.84610000000004,133.8889343556395,6,2,0,43,1,1,0,0,4.03547336155871,2.7105294273496296,7.321770588918132,5.563433986667701,4.03547336155871,2.7105294273496296,6.726001511715798,3.3062283737024223,0,29.275855065425155,0,0,0,11.64912463690315,0,0,0,5,1,11,3,3,2,7,5,2,2,1,1
"ETRETINATE","0.0",109.52600000000005,157.26561949455984,3,0,0,56,1,1,0,0,4.191703118485832,2.5736054351564457,8.825803718699524,6.302936810155103,4.191703118485832,2.5736054351564457,10.443104860214182,6.396026834176765,0,14.268263091671919,0,0,0,35.953205064238674,0,0,0,3,0,15,5,3,0,8,9,3,1,1,0
"naftopidil","0.0",117.09680000000004,171.6248591705563,5,1,0,57,3,3,0,0,5.447950936828068,3.9206473581619794,10.133330288267137,7.401617555086561,5.447950936828068,3.9206473581619794,9.158801307463373,4.6336394349161605,0,14.580253302440804,0,0,0,48.53093654769288,0,0,0,3,0,9,0,8,1,2,4,1,15,4,1
"ilaprazole","0.0",101.05910000000002,152.8774701301498,6,1,0,44,4,1,0,0,5.469916004969234,3.9641004833708817,8.154457972664611,5.9084864313649454,4.309635185015281,2.8640335803231864,6.760295047024997,3.013429984587908,0,8.945761445964518,0,0,0,0,0,0,0,2,0,7,1,10,1,3,2,1,12,2,1
"SPIRAPRIL","0.0",123.18250000000003,191.20707582916032,7,2,1,61,1,1,0,0,9.05650754317074,7.343100312974852,10.628083605020732,7.849168032241681,5.630754740449936,4.0868984223477725,10.74060285100342,5.95739607806982,23.52376989878223,24.22700190085622,0,0,23.52376989878223,30.33183534230805,0,0,1,5,0,14,3,3,2,6,5,5,11,1,0
"diltiazem","0.0",114.49500000000008,175.32499934087116,6,0,1,55,2,2,0,0,6.074916214764,4.556752117176849,9.433770932706606,7.102520993722725,4.702468039214364,3.2382771540342254,9.325064666284545,4.9157600211884604,11.761884949391115,19.06280027574374,0,0,11.761884949391115,24.26546827384644,5.907179729351506,0,1,4,0,11,2,6,0,6,4,2,9,2,1
"METHDILAZINE","1.0",89.61700000000006,130.3092650706542,2,0,0,41,2,2,0,0,5.592000538032329,4.507122696715248,7.630804189285135,6.065060662991172,4.461732159198404,3.411374020319554,5.392574698974284,2.4488554332279824,11.761884949391115,0,0,0,0,36.027353223237554,0,0,0,0,0,3,0,6,0,1,1,0,12,3,2
"candesartan","0.0",122.01300000000005,188.2256647663815,9,2,0,53,5,3,0,0,5.354428105795907,3.9008339064791318,10.429006952696982,7.369911069031322,5.354428105795907,3.9008339064791318,8.54138068507916,3.8011577516793493,0,14.637927532712578,0,10.197363616602075,10.197363616602075,54.59730361615449,6.010464839586836,0,0,3,0,9,1,13,2,3,3,1,16,3,1
"teprenone","0.0",108.31900000000007,150.17108751586167,1,0,0,62,0,0,0,0,4.143408740939314,2.5090112410661445,9.40603140783973,7.289620502879272,4.143408740939314,2.5090112410661445,14.013859628504868,15.522823494010838,0,4.794537184071822,0,0,0,46.59649854761259,0,0,0,1,0,18,5,0,0,7,12,5,0,0,0
"Zaleplon","1.0",86.83900000000004,133.15305327477,6,0,1,38,3,1,0,0,3.6716255233130486,2.609129096047074,7.267548065998392,5.049141264736512,3.6716255233130486,2.609129096047074,5.890384082908113,2.5295627467058224,0,4.794537184071822,5.261891554738487,10.360573363039524,0,12.13273413692322,0,0,2,1,0,7,1,8,0,4,2,2,9,2,1
"DIFLUNISAL","0.0",60.41810000000002,100.93449985024588,3,2,0,26,2,2,0,0,2.469098458962945,1.5984658036932646,5.0053699571662875,3.6612490347374136,2.469098458962945,1.5984658036932646,4.444356970002065,2.1513012979588226,0,23.78842206910287,0,0,0,6.06636706846161,0,2,0,3,0,6,1,6,2,5,0,1,6,2,0
"BENZHEXOL","1.0",91.82180000000007,135.08299783639043,2,1,0,53,1,1,1,1,5.8120799354198915,4.402651024262982,9.291698804439266,7.277515362675224,5.8120799354198915,4.402651024262982,7.608623891357695,3.7212420871473175,0,5.106527394840706,0,0,0,56.01512183401209,0,0,0,1,0,6,0,3,1,1,2,0,15,3,0
"DOXOFYLLINE","0.0",65.90700000000002,107.34504266682372,8,0,0,33,2,0,0,0,3.2537877493703045,2.2086349943857684,5.933944893919335,4.446045534752474,3.2537877493703045,2.2086349943857684,4.318692851874454,1.7974592263033602,0,9.473725907600098,0,0,0,0,5.559266895052008,0,0,2,2,4,2,5,0,4,1,0,6,1,1
"darifenacin","0.0",126.75040000000004,189.55814206529942,4,1,1,62,3,3,0,0,7.202237433601845,5.59768494484016,11.555961431171594,8.981057762038382,7.202237433601845,5.59768494484016,8.793068261159673,3.6899868812510204,0,9.53140013787187,0,0,0,72.79640482153933,0,0,1,1,1,8,1,9,1,2,2,1,19,3,1
"ALBENDAZOLE","0.0",73.13640000000002,109.31462616369997,5,2,1,33,2,1,0,0,3.531695726179151,2.3106114922029026,5.701650109153562,3.7294089062852156,2.3320560634643113,1.5053341964354514,5.769921587334717,2.9509653347357716,11.761884949391115,9.53140013787187,0,0,11.761884949391115,6.923737199690624,0,0,1,2,0,8,1,5,2,3,5,1,5,1,1
"BEVANTOLOL","0.0",98.80050000000006,149.0927658650585,5,2,0,52,2,2,0,0,3.850290327780315,2.494011709369644,8.412300870431547,5.924794427187413,3.850290327780315,2.494011709369644,9.91153518747432,6.287554552009863,0,19.31711625624085,0,0,0,18.19910120538483,0,0,1,4,0,14,0,6,2,4,8,1,7,2,0
"PIOGLITAZONE","0.0",97.87770000000002,150.73141270671883,5,1,2,45,2,1,0,0,5.014012207794475,3.4087470172024776,8.30809598360393,5.841075773509387,4.03261332152203,2.5490693420359603,8.16001323923941,4.823773952272113,11.761884949391115,14.325937321943691,0,0,0,36.884723354466566,5.239211713172287,0,0,3,0,8,2,6,1,3,5,0,10,2,0
"nifedipine","0.0",88.40510000000003,143.81370172517106,8,1,0,43,1,1,0,0,4.01543539399127,2.9639806125237644,7.415124004249607,5.434451728861827,4.01543539399127,2.9639806125237644,7.163418786222467,3.232043293699175,0,23.98611132456141,0,0,0,18.19910120538483,5.687386274683562,0,1,6,0,11,3,5,1,8,2,3,5,2,0
"NIMESULIDE","0.0",78.07890000000002,120.93059846798741,7,1,0,33,2,2,0,0,3.0330841965424566,2.1766901032665773,5.841426703148627,4.226914348628541,2.442380181830136,1.6085849087450594,5.7959776764561335,4.180172369295591,0,18.077970986946656,0,0,0,18.19910120538483,5.687386274683562,0,2,5,0,7,3,6,1,5,2,1,8,2,0
"MEFENAMIC acid","0.0",72.60000000000004,106.08894170459867,3,2,0,33,2,2,0,0,3.0314404836723754,1.810210233384406,5.749098148027829,4.223207605941434,3.0314404836723754,1.810210233384406,4.918407118135079,2.3483829738413826,0,9.901064578912528,0,0,0,24.26546827384644,0,0,1,2,0,6,1,6,2,4,1,1,7,2,0
"ALFENTANIL","1.0",109.83900000000003,170.37657847144746,9,0,1,59,2,1,0,0,5.628528781256131,4.1421022544652795,10.082795089845956,7.489337195171854,5.628528781256131,4.1421022544652795,9.318397725319876,4.563759016805031,0,9.53140013787187,0,9.36360587029037,0,18.19910120538483,0,0,1,3,0,12,2,5,0,5,5,2,11,2,0
"COLCHICINE","0.0",109.23470000000005,169.10472006325656,7,1,1,54,2,2,0,1,5.098020717230942,3.8620647041129383,9.262274124396017,6.750545770836781,5.098020717230942,3.8620647041129383,8.426176651903862,3.721770404485165,0,23.741988999272017,0,0,0,6.06636706846161,0,0,1,6,0,11,2,6,1,7,5,1,6,1,2
"MIGLITOL","0.0",47.553000000000026,82.01901710626,6,5,0,31,0,0,0,0,2.6032175904774775,1.7638942004908216,4.614203203983722,3.516997399510968,2.6032175904774775,1.7638942004908216,5.01417687680998,2.220908077805413,0,25.532636974203527,0,0,0,0,0,0,0,5,0,8,0,0,5,5,3,0,1,1,0
"STIRIPENTOL","1.0",67.06080000000004,101.67683006016611,3,1,0,35,1,1,0,0,2.754890458577238,1.5077301137751908,5.725848256969528,5.282678175866786,2.754890458577238,1.5077301137751908,4.414475063137193,2.7981837602214137,0,14.580253302440804,0,0,0,38.98961888120124,0,0,0,1,2,7,1,3,1,4,2,1,6,1,1
"PHENFORMIN","0.0",61.68520000000001,88.7014886398418,5,4,0,30,1,1,0,0,1.7898479295733998,1.138544420202944,4.642354248399092,3.0476510079889225,1.7898479295733998,1.138544420202944,5.6400962305513165,4.657834812595399,0,0,5.409283605791522,4.992404732635669,0,30.33183534230805,0,0,5,0,0,7,2,3,4,3,4,2,5,1,0
"urapidil","0.0",111.67770000000007,164.49744520469073,8,1,0,57,2,1,0,0,5.281374886412412,3.525057020729358,9.62247466496618,7.049291691755879,5.281374886412412,3.525057020729358,8.9664449392811,4.386345397580654,0,4.736862953800049,0,0,0,12.13273413692322,5.559266895052008,0,1,3,0,10,2,6,1,5,5,0,9,3,0
"ENOXACIN","0.0",83.67700000000002,130.90360795598875,7,2,0,40,2,0,0,0,3.9712474192731646,2.768278603757364,7.452385669673582,5.365082055044351,3.9712474192731646,2.768278603757364,5.958730697592291,2.653353739414346,0,14.291479626587346,0,0,0,0,0,1,0,3,0,6,2,5,2,5,1,1,8,3,1
"FUSIDIC","0.0",142.55139999999992,222.10427446742483,6,3,0,85,0,0,4,4,11.568248813139405,9.78900806450652,14.299858789845205,13.64576303567332,11.568248813139405,9.78900806450652,9.82195377600086,4.400683647621715,0,29.64551950646581,0,0,0,39.344073435665635,0,0,0,6,0,16,4,0,3,12,4,4,6,3,3
"TRIMETHOPRIM","0.0",79.76080000000002,122.4079788275865,7,2,0,39,2,1,0,0,3.0357491073552594,2.027836083745396,6.243969313434722,4.349044905413231,3.0357491073552594,2.027836083745396,6.167313394785921,3.07337613550987,0,14.210588861400147,0,4.9839785209472085,0,0,0,0,2,3,0,10,0,6,2,5,4,0,5,2,0
"PRAZOSIN","1.0",103.87890000000003,161.20072132699008,9,1,1,49,3,1,0,0,4.800418405376754,3.2736570334215194,8.873964747053739,6.389738022853098,4.800418405376754,3.2736570334215194,7.259039051037805,3.148977667080558,0,18.685414028725265,0,4.9839785209472085,0,0,5.907179729351506,0,1,3,1,8,1,8,1,4,2,1,12,3,1
"BUTORPHANOL","1.0",94.22560000000006,144.23051139592457,3,2,0,53,1,1,2,3,7.7977290389461675,6.318624195653959,9.91178374781674,8.816705834166376,7.7977290389461675,6.318624195653959,5.21754132725791,1.9148250470621127,0,10.213054789681411,0,0,0,25.328831937239638,0,0,0,2,0,4,0,3,2,2,1,0,13,4,3
"minocycline","0.0",116.84330000000007,189.81667026564995,10,4,1,60,1,1,1,3,7.205504419956964,5.790926471325925,10.60101818367948,9.463275105956036,7.205504419956964,5.790926471325925,7.390961267468482,2.935538378174234,0,34.4977309208094,0,0,0,0,0,0,3,7,0,11,4,4,4,12,0,3,4,4,3
"ACITRETIN","0.0",100.52880000000003,144.21642378845573,3,1,0,50,1,1,0,0,3.9107308100941243,2.398551136148485,7.849504455436209,5.889126182522901,3.9107308100941243,2.398551136148485,8.919939842211916,5.57871139047988,0,14.637927532712578,0,0,0,35.953205064238674,0,0,0,3,0,13,5,3,1,8,7,3,1,1,0
